id,item_id,description,item_reference,locations,total_on_hand,total_expected,total_ordered,total_allocated,total_available,created_at,updated_at 
5692,P005692,Public-key bandwidth-monitored utilization,atY87385z,"[13334, 13355, 256, 28550, 5151, 13178, 3079, 3012, 2922, 10967]",179,0,85,41,53,1985-07-08 05:49:28,2005-04-20 21:52:55
5693,P005693,Synergized mobile portal,rNj60717R,"[34334, 34494, 11430, 6304]",62,0,0,76,-14,2011-02-13 09:36:22,2017-03-21 12:17:14
5694,P005694,Exclusive homogeneous methodology,lyG23905l,"[17709, 11443, 11497, 16074, 15571, 11920, 30211, 26209, 6861, 8197, 8064]",231,0,144,115,-28,1985-07-13 02:42:14,1996-12-26 04:31:03
5695,P005695,Fundamental background open system,InE71865T,"[34161, 33671, 20502, 20651, 23971, 24236, 26098, 26282, 26120, 23274, 20553]",205,0,21,15,169,1983-02-28 18:46:35,1987-06-18 05:28:44
5696,P005696,Virtual demand-driven success,oIZ80697R,"[21824, 10744, 22168, 21907, 34401, 17840, 16804]",138,0,50,12,76,2024-05-28 13:55:35,2024-06-05 18:31:05
5697,P005697,Synergistic 5thgeneration process improvement,XIg66667T,"[19364, 29472, 15350, 9721, 10088, 2169, 11491, 11287]",179,0,40,25,114,1975-09-15 01:51:23,1994-08-09 19:22:52
5698,P005698,Cloned motivating monitoring,nTw06994U,"[7856, 25559, 25493, 5538, 7786, 7881, 23979, 14171, 14108]",132,0,124,14,-6,2009-04-09 11:24:26,2018-10-31 08:59:07
5699,P005699,Decentralized client-driven Graphic Interface,aZV59392v,"[8153, 8073, 17764, 27125, 3645, 3954, 18451, 8291, 22847, 10430, 32563, 19556, 3319, 24, 164, 2300, 33756]",295,0,92,73,130,2022-06-28 13:20:48,2023-02-04 14:25:28
5700,P005700,Vision-oriented zero administration algorithm,SnO30913E,"[15254, 22780, 9021, 28151, 28751, 13850, 13981]",167,0,102,0,65,2000-06-24 11:14:16,2001-09-23 12:25:34
5701,P005701,Enterprise-wide value-added info-mediaries,Wbv37512N,"[25750, 25473, 2881, 20666, 20858, 25607, 32390, 17404, 17227, 5618, 32998, 33512, 26867]",269,0,62,54,153,2009-08-15 10:54:55,2021-09-02 01:09:47
5702,P005702,Fully-configurable multi-tasking productivity,iQu28584A,"[4720, 9778, 8152, 18618, 4843, 23633, 23620, 33848, 33836, 20146, 14905, 32184, 13844, 14045, 25855]",270,0,17,22,231,1971-11-05 07:02:46,1973-09-12 22:07:53
5703,P005703,Open-source system-worthy access,Lsd72280D,"[33816, 29930]",74,0,10,61,3,1978-04-13 21:21:26,2013-03-03 08:49:12
5704,P005704,Triple-buffered didactic migration,RvU43130n,"[25742, 29500, 12639, 17959, 9049, 8619, 5057, 25649, 6423, 6805]",218,0,83,21,114,2001-10-11 21:44:36,2017-05-15 06:07:48
5705,P005705,Reduced next generation project,Wdp00221N,"[4435, 15663, 15791, 25799, 25709, 16941, 6759, 24341, 9773, 29176, 6838, 6570, 25542]",320,0,57,61,202,2015-07-21 12:01:23,2019-12-13 16:01:48
5706,P005706,Managed 5thgeneration concept,GrB48731t,"[5761, 27653, 20737, 20782, 8034, 8039, 8113, 8232, 21218, 33448, 33209, 29110]",121,0,38,0,83,1985-07-30 14:17:45,2021-11-14 00:29:21
5707,P005707,Vision-oriented didactic instruction set,hNq52041U,"[20777, 24363, 15747, 20890, 21463]",113,0,44,85,-16,1998-08-15 06:33:19,2003-11-19 09:55:46
5708,P005708,Optional discrete hierarchy,CrR05617K,"[31573, 782, 22731, 22559, 13809, 20660, 20797, 26079, 15154, 14949, 18579, 18368]",238,0,71,46,121,1992-11-21 06:01:35,2001-10-18 22:05:48
5709,P005709,Exclusive hybrid orchestration,xek36249Q,"[14123, 21829, 24035, 24179, 4842, 4817, 22097, 14560, 14427, 11130, 10475, 26300, 26071, 5385, 5308]",267,0,46,10,211,1980-10-22 00:52:08,2014-02-21 15:11:55
5710,P005710,Front-line value-added ability,Nws71178k,"[19775, 27695, 22679, 19, 63, 8790, 8496, 13965, 10804, 10310]",180,0,0,0,180,1976-03-06 23:47:04,1976-04-08 16:19:31
5711,P005711,Grass-roots cohesive paradigm,EiT22284z,"[25481, 25573, 13751, 21583, 17418, 28224, 4806, 4902]",142,0,57,3,82,2004-11-09 06:26:27,2010-11-22 13:39:00
5712,P005712,User-centric actuating middleware,uWy80488T,"[34435, 34270, 25940, 22744, 30456, 1220, 1518, 5928, 5978, 8159, 8054, 15172, 15167, 17140, 17622, 5123]",307,0,49,13,245,2010-09-11 05:43:48,2018-05-10 18:26:04
5713,P005713,Persistent empowering framework,Nqc99784w,"[31588, 25639, 14083, 5111, 1665, 1609, 8168, 2982, 34207, 34218]",226,0,0,0,226,1970-10-26 11:41:44,1986-05-27 20:49:17
5714,P005714,Balanced non-volatile function,Sly22489l,"[27002, 12789, 12907, 7200, 6865, 5022, 5248, 10503, 19154, 34508, 3661, 4011, 25677]",186,0,57,64,65,2010-04-25 18:52:39,2012-10-31 07:29:17
5715,P005715,Cloned eco-centric database,dje90636G,"[9150, 20714, 19674, 4886, 24487, 2998, 2770, 4797, 28965, 33340, 4811, 4807]",272,0,41,66,165,1982-09-27 09:47:30,1995-08-31 04:24:48
5716,P005716,De-engineered logistical task-force,oIE98716q,"[19518, 32107, 32658, 16731, 4841, 12407, 11890, 3707, 32116]",161,0,0,58,103,2009-01-15 11:52:47,2014-08-10 10:55:45
5717,P005717,Team-oriented eco-centric matrix,Jiz06426u,"[9239, 16939, 22227, 28100, 19211, 32736, 32201, 31467, 31666, 20138, 12947, 23526]",275,0,17,17,241,1980-08-31 07:27:15,1997-07-28 18:36:58
5718,P005718,Progressive uniform help-desk,UwN28274G,"[18078, 4133, 4628, 18996, 18731, 25446, 24112, 32026, 6771, 1578]",278,0,0,48,230,1988-10-30 05:31:19,2019-11-03 06:14:26
5719,P005719,Organic 24hour strategy,ISZ85634T,"[34498, 16073, 15478, 26886, 28242, 28315, 8720, 9079, 8001, 8081, 8123]",186,0,28,7,151,2008-08-14 20:14:49,2010-11-07 17:22:53
5720,P005720,Polarized high-level forecast,PaA31223Q,"[16020, 15995, 13319, 13537, 23107, 23172, 4357, 4283, 7523, 7619, 33710, 27279, 23832, 29807, 29975, 32678, 10251, 13219]",383,0,0,76,307,1994-03-13 15:44:59,2003-12-25 22:00:07
5721,P005721,Virtual systemic customer loyalty,cqA99078s,"[22076, 19750, 5816, 31421, 30702, 23119, 18424, 20038, 16766, 16895]",172,0,12,50,110,1997-03-06 13:55:19,2007-01-06 02:38:17
5722,P005722,Assimilated national instruction set,auJ25257x,"[15211, 21924, 22347, 2349, 2707, 34324, 33942, 3256, 11774, 7912]",156,0,30,55,71,2020-06-02 00:26:09,2022-03-29 11:35:09
5723,P005723,Triple-buffered zero tolerance system engine,rJD42025A,"[8000, 7997, 23610, 2136, 2714, 1027, 910, 2508, 2203, 12566, 482, 514, 13726, 13962, 7070]",205,0,61,48,96,1985-03-02 17:10:46,1991-02-02 23:44:47
5724,P005724,Customizable client-driven hub,qKK12684d,"[1451, 26287, 10553, 16199, 26778, 26838, 4799, 4800, 18888, 4708, 3727, 13273]",328,0,90,118,120,2012-03-30 03:16:59,2023-12-04 15:10:27
5725,P005725,Polarized responsive superstructure,sjw69072s,"[2391, 22517, 3669, 22081, 25628]",106,0,40,35,31,1984-01-16 06:09:42,1999-07-24 07:16:41
5726,P005726,Enterprise-wide static utilization,KID65522Q,"[22797, 8576, 12542]",78,0,63,79,-64,1993-11-19 04:04:56,2023-07-12 18:26:00
5727,P005727,Proactive non-volatile monitoring,woa88515D,"[26049, 4211, 25965, 20427, 20624, 21737, 10786, 10585, 31364, 30697, 25740, 2009, 26989, 26782]",208,0,24,79,105,1972-10-25 04:06:34,2015-12-18 11:48:39
5728,P005728,Team-oriented demand-driven artificial intelligence,niw20151a,"[31716, 31580, 26135, 11559, 11790, 14684]",111,0,124,91,-104,1980-01-26 05:50:18,1993-04-27 23:55:11
5729,P005729,Optional asymmetric protocol,coU51152v,"[532, 1060, 20960, 20853, 33328, 32973, 30907, 12101, 11877, 6356, 5991, 23794, 8129, 8003, 11940]",279,0,58,37,184,2002-08-25 09:55:13,2012-11-26 07:19:29
5730,P005730,Cross-group explicit project,mKF47815R,"[33804, 8081]",45,0,73,61,-89,1989-10-20 01:06:46,2013-01-26 20:41:05
5731,P005731,Virtual optimizing project,fcy86600J,"[32112, 17981, 18353, 465, 457, 29704, 29671, 22360, 22151, 26701]",176,0,30,25,121,2022-08-22 15:47:34,2024-03-23 02:09:16
5732,P005732,Distributed mission-critical infrastructure,IMY83217y,"[7670, 10627, 18310, 15808, 18413, 5491, 29240, 18573]",246,0,14,130,102,2014-12-27 17:42:45,2019-05-09 22:04:44
5733,P005733,Self-enabling incremental core,AZJ03201X,"[1743, 19011, 8379, 18479, 26026, 7710, 7653]",148,0,22,8,118,1989-03-25 19:38:51,2020-10-11 11:54:35
5734,P005734,Multi-channeled coherent concept,AEA46540l,"[11441, 3097, 3182, 1024, 30001, 22864, 23594, 9234, 25777, 4547, 33635, 25619, 25566, 8462, 8596]",299,0,6,94,199,2021-07-16 00:22:41,2022-05-30 03:14:51
5735,P005735,Managed zero-defect encoding,knk91117d,"[11645, 25674, 30300, 9233, 9335, 19279]",138,0,95,30,13,1990-06-10 09:26:43,1997-12-15 12:09:02
5736,P005736,Self-enabling human-resource task-force,xen17813F,"[4176, 4752, 9865, 33784, 20517, 32418, 33487, 17581, 16993, 587, 908, 25946, 18656, 14658, 15068, 19041, 3511]",285,0,41,14,230,2012-12-13 18:56:12,2021-02-12 14:00:20
5737,P005737,Ameliorated explicit attitude,hJK26112z,"[10932, 22569, 5998, 6221, 2302]",160,0,53,96,11,2011-04-20 05:44:13,2013-05-16 07:54:48
5738,P005738,User-centric regional service-desk,hEq86183q,"[25660, 28043, 1760, 26308, 13959, 4836, 1136, 3523, 24312, 24503, 20623, 10202, 19225, 19247]",299,0,0,0,299,2015-01-19 13:08:22,2020-06-14 14:34:10
5739,P005739,Multi-channeled context-sensitive database,pRA66444I,"[11370, 11459, 2057, 1576, 20361, 15593, 14066, 13855, 22312, 21860, 18496, 18431, 22161, 22175, 4517, 4282, 16247, 16587]",322,0,41,33,248,2008-02-25 15:30:28,2011-09-02 00:53:56
5740,P005740,Customizable tangible toolset,gXT58699e,"[29393, 29459, 6522, 6464, 26508, 28801, 15170, 15211, 15202, 22495, 16712, 79]",210,0,41,30,139,2011-02-05 00:38:17,2016-05-05 03:21:11
5741,P005741,Open-architected disintermediate hardware,TmR09274u,"[20624, 30030, 4884, 33408, 32838, 22109, 18533, 23616, 23590, 23309, 23573, 6730, 18957]",303,0,102,0,201,1999-09-01 04:45:27,2007-05-30 20:52:57
5742,P005742,Front-line homogeneous emulation,QnT89536K,"[26534, 26506, 10949, 26583, 8072, 8010, 437, 614, 7252, 6527, 22548, 268, 171, 18273, 20373, 28783, 28807, 14712, 33920]",342,0,0,19,323,1983-03-27 15:23:29,2003-05-08 17:07:54
5743,P005743,Face-to-face maximized budgetary management,Vax43805u,"[3718, 4023, 22176, 3810]",69,0,100,0,-31,1976-12-31 07:07:42,2011-05-09 22:25:50
5744,P005744,Persistent zero-defect moderator,VmX24033S,"[32522, 13767, 13645, 7566, 7422, 11549, 32597, 2294, 2337, 4293, 12186, 12224, 21240]",222,0,76,43,103,1973-03-24 08:59:35,2015-12-29 06:06:03
5745,P005745,Business-focused stable Local Area Network,lFg47843f,"[13931, 13707, 14828, 18497, 20537, 20524, 21044, 20889, 20787, 19207, 21165]",254,0,61,56,137,2021-02-23 04:26:54,2022-10-17 11:09:25
5746,P005746,Profound solution-oriented Internet solution,Zeb74169S,"[12024, 12311, 20230, 14869, 34018, 32613, 32546]",113,0,47,119,-53,1980-09-24 23:38:42,2000-07-20 16:06:30
5747,P005747,Sharable well-modulated focus group,WVm24582E,"[11375, 16799, 10978, 19852, 20260, 17140, 17089, 2746, 2839, 10199, 10227]",238,0,9,0,229,1984-05-18 17:29:41,2014-04-04 21:22:50
5748,P005748,Monitored background conglomeration,NqO65633g,"[15063, 29346, 27959, 9233, 9327, 16706, 16936, 527, 5456, 13762]",168,0,53,38,77,2014-07-07 18:50:01,2016-06-30 09:17:06
5749,P005749,Monitored non-volatile process improvement,VsF70328Y,"[20603, 20677, 9344, 9161, 4006, 32526, 21496]",164,0,107,30,27,2004-04-26 14:19:04,2021-12-24 14:03:27
5750,P005750,Enterprise-wide explicit moratorium,JZF97153U,"[22303, 30356]",23,0,48,78,-103,2022-06-14 17:03:34,2023-04-02 21:27:18
5751,P005751,Quality-focused 24/7 knowledge user,KPU26017i,"[22473, 21287, 21488, 33429, 32067, 31454, 401, 7704, 7657, 11440, 6144, 6240, 2254, 11896, 11997]",204,0,40,9,155,1991-11-17 06:40:03,2008-07-25 07:51:41
5752,P005752,Expanded fault-tolerant middleware,exx51864C,"[19850, 14766, 14837, 18479, 18509, 11340, 14546, 13492, 13511]",152,0,0,24,128,2011-05-13 19:27:57,2019-08-12 15:23:29
5753,P005753,Quality-focused client-driven utilization,NSM12812x,"[23599, 19228, 19221, 4744, 4068, 29437, 29448, 7965, 7663, 20622, 12057, 12520, 14055, 20448]",233,0,55,19,159,2014-12-28 22:16:34,2016-09-08 14:32:28
5754,P005754,Intuitive bottom-line infrastructure,hwF40173U,"[11147, 9720, 9737, 11931, 12400, 18267, 18286]",89,0,0,39,50,1994-02-04 13:11:05,1996-10-24 00:06:01
5755,P005755,Managed methodical array,pFk30583b,"[13235, 21035, 22306, 33565, 25789]",130,0,133,60,-63,2016-03-16 15:52:04,2023-03-15 13:06:43
5756,P005756,Monitored zero-defect Internet solution,qNF61336I,"[11997, 11930, 33997, 18341, 1749, 1589, 15350, 12943, 13162, 13751, 13602, 27060, 8184]",267,0,32,6,229,2007-08-12 01:43:27,2021-02-19 21:40:58
5757,P005757,Polarized real-time focus group,UGT28521i,"[27046, 26913, 11562, 22415, 34046, 19274, 19554, 8216, 8130, 25980, 26076, 25586]",215,0,68,36,111,2005-03-17 18:57:04,2019-06-04 05:37:12
5758,P005758,Exclusive discrete utilization,sNU51005u,"[8210, 22382, 5814, 26622, 21235, 23515]",201,0,26,52,123,2004-06-16 12:50:32,2005-08-05 01:50:12
5759,P005759,Automated national time-frame,ZQA47173g,"[5339, 23648, 13363, 11976, 16118, 5502, 5264]",172,0,30,20,122,1993-06-30 11:52:32,2011-09-21 22:38:08
5760,P005760,Business-focused multi-state data-warehouse,trY52900J,"[18586, 23821, 23610, 5169, 5096, 18270, 22565, 22523, 25721, 25764, 4526, 23677, 6880, 6624, 12369, 12278]",292,0,100,67,125,2007-12-18 21:37:08,2011-08-13 03:27:36
5761,P005761,Vision-oriented homogeneous open architecture,tUg39577y,"[8589, 23780, 9263, 9198, 32229, 18845, 6311, 34306, 33891, 6603, 6717, 22701, 22461]",146,0,25,60,61,1986-08-23 04:16:12,2002-09-17 22:09:50
5762,P005762,Monitored dynamic protocol,aKC44169j,"[34255, 13897, 18524, 18515, 32164, 31763, 15315]",135,0,32,23,80,1983-09-28 22:13:21,1990-04-10 01:45:28
5763,P005763,Adaptive motivating hub,xzw49093e,"[3444, 3152, 4428, 24308, 2072, 1317, 19494, 4556, 4563, 8372, 8460, 31141, 31381, 18921, 30040, 11348]",238,0,8,26,204,1994-02-01 15:33:34,2005-02-12 19:30:12
5764,P005764,Progressive 3rdgeneration artificial intelligence,GtK20003J,"[4635, 4363, 26344, 25882, 18986, 19023, 11051, 20025, 24092, 24370, 26125, 26052]",143,0,73,76,-6,1984-10-25 02:46:53,2007-10-18 15:27:20
5765,P005765,Fully-configurable 5thgeneration standardization,uXe56729o,"[33031, 24532, 19575, 23277]",69,0,44,2,23,1992-12-17 02:18:33,2014-01-29 15:23:59
5766,P005766,Pre-emptive web-enabled data-warehouse,AXJ99664a,"[7656, 7362, 20045, 27101, 19272, 25620, 12012, 19034, 18815, 13135, 11014]",311,0,87,25,199,1996-01-30 18:48:46,2003-09-15 03:29:44
5767,P005767,Down-sized zero-defect initiative,eOY80499o,"[30472, 29852, 80, 16369, 15259]",65,0,86,59,-80,2007-06-10 03:01:41,2018-07-30 22:03:49
5768,P005768,Reactive motivating product,JsD74229M,"[9254, 28244, 17006, 17695, 27631, 19051, 18670, 31991]",112,0,53,9,50,1981-04-23 16:31:41,1984-02-22 13:55:25
5769,P005769,Persistent fresh-thinking model,kAB80722K,"[24092, 33730, 12169, 18569, 5119, 5140, 32217, 32203, 15295, 9095, 8927, 12489, 12432, 28204, 28152, 9207, 9333, 22995, 23270, 3922, 21621, 20247, 20162]",401,0,34,0,367,1982-02-02 02:31:04,2015-07-02 21:11:29
5770,P005770,Polarized zero administration collaboration,gzL08979V,"[11624, 124, 2615, 1103, 13412, 13310, 26784, 32039, 33332, 14942, 26099, 17973, 17812]",283,0,43,178,62,2017-08-29 10:17:40,2023-10-17 07:56:10
5771,P005771,Robust grid-enabled architecture,OJT43818F,"[26883, 19015, 18696, 19105, 19125, 15326, 25474, 25588, 4622, 2503, 22575, 32657, 30094, 3120, 4860, 23770, 23774, 25843, 25804]",365,0,75,30,260,1982-01-26 23:02:42,2005-11-14 08:20:45
5772,P005772,Face-to-face local contingency,itU97639R,"[17666, 338, 30283, 11831, 24858, 22998, 18421, 10072, 25758, 21181, 33263]",222,0,32,27,163,1979-05-15 08:47:32,2019-07-25 05:00:28
5773,P005773,Fundamental solution-oriented analyzer,bHj85532u,"[1572, 1914, 25785, 25680, 29703, 29710, 3760, 16453, 18962, 5148, 5007, 5105, 28176, 453]",341,0,51,29,261,1984-02-15 07:56:16,2002-09-10 12:06:21
5774,P005774,Future-proofed content-based projection,YaB88848L,"[33502, 23637, 23482, 28380, 1757, 23784, 19102]",255,0,58,93,104,1974-02-01 20:54:48,1977-05-24 05:34:42
5775,P005775,Mandatory content-based middleware,XYQ27457e,"[21099, 1990, 34009, 33835, 20578, 26050, 21207, 20940, 14330, 13147, 12874, 12323, 26164, 25904, 10228]",226,0,41,13,172,1972-09-09 09:31:45,1975-03-23 21:53:48
5776,P005776,Programmable holistic parallelism,NIL77956Q,"[33530, 24412, 13156, 16174, 15827, 13298, 13339, 9710, 8063, 8204, 18174, 18250, 17960, 31921, 31948]",320,0,54,33,233,1981-11-29 11:08:06,2003-09-15 17:21:03
5777,P005777,Up-sized bottom-line Graphic Interface,Gzh73300l,"[15360, 15231, 25438, 20153]",94,0,92,57,-55,2003-02-21 02:14:59,2017-05-16 12:49:15
5778,P005778,Optimized multi-state hub,qVU31091O,"[11053, 9141, 8797, 2117, 1927, 1006, 14028, 27638, 7893, 13783, 33001, 9988, 9599]",338,0,52,82,204,2024-05-09 16:54:56,2024-08-10 09:25:47
5779,P005779,Multi-lateral executive initiative,xcu16329f,"[8702, 26555, 23587, 5034, 27927, 22414, 24498, 24003, 6477, 2198]",331,0,0,37,294,1988-02-27 09:37:08,1999-10-11 08:32:16
5780,P005780,Future-proofed asymmetric database,tzW82220v,"[19933, 20073, 23742, 8184, 13715, 13921, 15028]",108,0,0,59,49,1976-04-26 16:06:51,2013-04-25 10:06:25
5781,P005781,Versatile secondary migration,RBn33233S,"[8022, 16590, 21904, 25433, 23896, 24221]",106,0,104,55,-53,2005-09-11 23:45:37,2022-01-08 23:35:32
5782,P005782,Total 3rdgeneration superstructure,Yzm36999u,"[32006, 15271, 20444, 26410, 29184, 11618, 11521]",168,0,62,0,106,2014-08-15 16:16:38,2021-12-12 16:53:39
5783,P005783,Adaptive leadingedge implementation,SII00846p,"[7411, 1301, 8056, 27388, 2774, 21938, 33329, 32838, 4897]",236,0,39,48,149,2014-02-08 10:31:04,2022-01-16 22:54:20
5784,P005784,Adaptive tertiary customer loyalty,Dta68966L,"[454, 14770, 14987, 18160, 18372, 20561, 20583, 32109, 17219, 20064, 19911, 9153, 16812, 16944]",186,0,32,0,154,2001-09-07 08:27:38,2008-08-21 22:35:11
5785,P005785,Ergonomic eco-centric circuit,TyJ91110b,"[16264, 23437, 23165, 150, 29065]",136,0,50,9,77,2009-10-11 15:51:30,2013-10-30 04:55:58
5786,P005786,Profit-focused didactic migration,DME60616h,"[15784, 11429, 19184, 2238, 2354, 33656, 32495, 32391]",155,0,4,42,109,1993-05-25 06:33:37,2011-05-15 16:12:30
5787,P005787,User-friendly didactic benchmark,Gip92358E,"[15937, 28279, 28419, 18778, 19492, 79, 9693, 11821, 16954, 19050, 7916, 17519, 891, 18766, 18744, 34444, 34256]",379,0,2,4,373,1994-08-14 05:46:56,1995-02-21 02:38:03
5788,P005788,Ergonomic radical solution,NYK50531O,"[16128, 27749, 14609, 9118, 8260, 5247, 31922, 31710, 13607, 16389, 16437]",230,0,43,146,41,2020-01-22 17:54:06,2024-01-26 20:40:35
5789,P005789,Fundamental client-server artificial intelligence,Wmu93945q,"[730, 18311, 30596, 30826, 9173, 9147, 8923, 8684, 7405, 7320]",158,0,83,65,10,1972-01-29 15:00:19,2023-01-22 11:03:20
5790,P005790,Adaptive optimal portal,mAd82857s,"[20525, 31908, 275, 138, 7762, 3033, 3288, 18567, 18545, 25243, 15113, 12178, 11897, 16825, 16789, 11718]",302,0,28,4,270,2015-03-21 00:00:48,2019-07-05 01:37:33
5791,P005791,Fully-configurable background array,Fun25784k,"[5051, 24330, 17520, 33913, 23636, 23748, 25594, 31968, 32023, 16232, 16230, 25568]",301,0,100,46,155,2011-01-10 20:39:46,2019-04-21 01:36:43
5792,P005792,Multi-lateral grid-enabled artificial intelligence,Yca82447q,"[23366, 23522, 23351, 28328, 24348, 24035, 30019, 12107, 13402]",223,0,29,0,194,1975-04-29 07:31:39,1998-01-05 15:20:21
5793,P005793,Versatile exuding project,BSO72839D,"[33708, 9321, 19770, 13768, 6386, 5829]",127,0,56,38,33,1970-03-10 11:29:43,1976-12-11 01:21:47
5794,P005794,Organized well-modulated customer loyalty,WgD05942J,"[492, 10309, 4869, 15932, 28264, 26616, 26675]",203,0,0,30,173,2015-10-03 23:08:57,2018-05-23 09:11:10
5795,P005795,Profound logistical process improvement,Kdp13024M,"[16245, 16631, 3851, 21596, 21427, 4045, 18431, 13498, 29297, 9735]",224,0,0,4,220,2000-05-26 20:55:32,2000-12-19 11:51:29
5796,P005796,Open-architected bi-directional definition,Mzm30007j,"[9329, 33714, 20599, 4835, 21999, 17211, 7238, 6769, 19249, 23127, 22298, 18789, 5020, 4930, 23898, 23864, 17692]",222,0,36,29,157,1971-06-23 20:27:26,2000-05-10 14:29:34
5797,P005797,Compatible needs-based definition,MZH19634w,"[34380, 5919, 22155, 22212, 14245, 20862, 5358, 5391, 4288, 20405, 28085, 28271]",241,0,42,75,124,1995-01-04 13:05:06,2003-11-08 19:23:22
5798,P005798,Mandatory multimedia orchestration,NeW95782O,"[23475, 15811, 7770, 7363, 25889, 23325]",139,0,17,106,16,1992-12-14 16:21:56,2005-09-05 06:25:15
5799,P005799,Ameliorated systematic policy,INb32257y,"[30179, 19389, 32586, 32726, 18539]",119,0,40,56,23,1976-07-30 00:33:46,2008-12-25 05:31:36
5800,P005800,Polarized didactic leverage,PrC47621X,"[8224, 8221, 7810, 27575, 15182, 21946, 32186, 32153, 7747, 17276, 25702]",226,0,50,28,148,1982-07-26 00:14:44,2006-09-25 06:23:31
5801,P005801,Intuitive multimedia strategy,HKK23501s,"[34404, 11270, 14503, 23591, 13656, 33720, 8078, 8040, 15581]",197,0,45,43,109,2018-05-14 08:52:57,2022-05-23 13:53:38
